area_avg|Área 1|50011.87
area_avg|Área 2|50077.08
last_name_max|Strong|Aliciedik Strong|99984.51
last_name_max|Strozzi|Albert Strozzi|99971.27
last_name_max|Stuart|Aidee Stuart|99962.38
last_name_max|Suarez|Alease Suarez|99976.46
last_name_max|Suave|Adelino Suave|99953.57
last_name_max|Sullivan|Alanna Sullivan|99810.62
last_name_max|Summers|Achille Summers|99990.15
last_name_max|Sutton|Adrianah Sutton|99974.92
last_name_max|Svendsdatter|Adisen Svendsdatter|99916.57
last_name_max|Swanson|Addler Swanson|99979.36
last_name_max|Sweeney|Akshay Sweeney|99837.73
last_name_max|Tagliaferro|Akemi Tagliaferro|99886.43
last_name_max|T|Altha T|99958.67
last_name_max|Tanner|Agripina Tanner|99744.19
last_name_max|Tapia|Adrianne Tapia|99818.69
last_name_max|Targa|Aleanah Targa|99854.62
last_name_max|Tassinari|Alitheah Tassinari|99746.55
last_name_max|Tate|Abril Tate|99854.16
last_name_max|Taufner|Aloisio Taufner|99967.22
last_name_max|Tavares|Aiken Tavares|99970.70
last_name_max|Taylor|Allisona Taylor|99845.74
last_name_max|Tedesco|Alida Tedesco|99953.51
last_name_max|Tedoldi|Abbrienna Tedoldi|99917.45
last_name_max|Teganhe|Aisha Teganhe|99916.71
last_name_max|Teixeira|Alaisdair Teixeira|99966.43
last_name_max|Teles|Altheah Teles|99821.48
last_name_max|Terrell|Allythya Terrell|99976.53
last_name_max|Terry|Agnessija Terry|99996.23
last_name_max|Tessaro|Alrik Tessaro|99901.54
last_name_max|Tessinari|Abreanna Tessinari|99902.18
last_name_max|Teuling|Achuta Teuling|99958.93
last_name_max|Teves|Aharon Teves|99855.09
last_name_max|Therrien|Aja Therrien|99825.68
last_name_max|Thevenin|Akuti Thevenin|99987.36
last_name_max|Thevenot|Alina Thevenot|99791.28
last_name_max|Thiago|Adreann Thiago|99882.32
last_name_max|Thibadeau|Addyson Thibadeau|99937.08
last_name_max|Thibaudeau|Adeline Thibaudeau|99926.71
last_name_max|Thibault|Alfonzo Thibault|99935.73
last_name_max|Thibaut|Abreona Thibaut|99970.60
last_name_max|Thibeau|Adrine Thibeau|99890.27
last_name_max|Thibeault|Alaka Thibeault|99989.71
last_name_max|Thibeaux|Adorjan Thibeaux|99935.65
last_name_max|Thibert|Ajax Thibert|99946.09
last_name_max|Thibodaux|Abbey Thibodaux|99998.58
last_name_max|Thibodeau|Alitsha Thibodeau|99965.91
last_name_max|Thibodeaux|Agna Thibodeaux|99893.56
last_name_max|Thiboutot|Agnizka Thiboutot|99944.62
last_name_max|Thiebaud|Alexia Thiebaud|99996.47
last_name_max|Thierry|Agytha Thierry|99586.84
last_name_max|Thiers|Aisha Thiers|99970.47
last_name_max|Thiery|Aleric Thiery|99685.92
last_name_max|Thill|Aaminah Thill|99970.24
last_name_max|Thirine|Abri Thirine|99960.73
last_name_max|Thirion|Alfredo Thirion|99956.07
last_name_max|Thiry|Agatho Thiry|99989.31
last_name_max|Thomas|Aldin Thomas|99934.65
last_name_max|Thomassie|Aide Thomassie|99866.81
last_name_max|Thomaz|Aliye Thomaz|99940.92
last_name_max|Thome|Adisson Thome|99982.84
last_name_max|Thompson|Akilah Thompson|99774.87
last_name_max|Thomure|Alissyn Thomure|99773.11
last_name_max|Thore|Aliya Thore|99908.60
last_name_max|Thorell|Alexio Thorell|99924.81
last_name_max|Thornton|Adella Thornton|99889.96
last_name_max|Tiborcio|Allie Tiborcio|99521.62
last_name_max|Tiger|Adalard Tiger|99823.23
last_name_max|Tison|Aellyn Tison|99913.82
last_name_max|Tissot|Alivah Tissot|99778.73
last_name_max|Tite|Adreenah Tite|99924.01
last_name_max|Todd|Alison Todd|99947.13
last_name_max|Tolbert|Alphoeus Tolbert|99929.86
last_name_max|Tolfano|Ailsha Tolfano|99992.21
last_name_max|Tolin|Aldred Tolin|99944.11
last_name_max|Tomasi|Alakesander Tomasi|99969.14
last_name_max|Tomasine|Adrean Tomasine|99881.68
last_name_max|Tomasini|Alldyn Tomasini|99984.16
last_name_max|Ton|Ahmed Ton|99991.57
last_name_max|Tondreau|Abeerah Tondreau|99800.21
last_name_max|Tonet|Alan Tonet|99974.37
last_name_max|Toneto|Abrienna Toneto|99899.30
last_name_max|Tonin|Alldrick Tonin|99765.21
last_name_max|Tonoli|Abeque Tonoli|99865.35
last_name_max|Tonon|Adysen Tonon|99841.29
last_name_max|Torres|Aldrich Torres|99964.19
last_name_max|Toscano|Aiken Toscano|99687.44
last_name_max|Tosi|Aiken Tosi|99737.35
last_name_max|Toste|Alissun Toste|99968.65
last_name_max|Tostes|Agnus Tostes|99988.19
last_name_max|Totin|Adoree Totin|99925.76
last_name_max|Touchet|Aloys Touchet|99998.89
last_name_max|Toulouse|Adriena Toulouse|99946.84
last_name_max|Toupin|Abrahon Toupin|99866.77
last_name_max|Toups|Alizah Toups|99984.70
last_name_max|Tourangeau|Ahlyssa Tourangeau|99883.95
last_name_max|Tourdot|Akamu Tourdot|99863.95
last_name_max|Tourigny|Aleric Tourigny|99772.97
last_name_max|Tourtellotte|Adalard Tourtellotte|99896.00
last_name_max|Tourville|Aliyeh Tourville|99904.58
last_name_max|Tousignant|Adger Tousignant|99962.47
last_name_max|Toussaint|Aieshah Toussaint|99752.63
last_name_max|Toutant|Aloys Toutant|99822.70
last_name_max|Tovar|Adrienna Tovar|99923.44
last_name_max|Townsend|Akiyo Townsend|99933.58
last_name_max|Toy|Allida Toy|99970.71
last_name_max|Toye|Adlar Toye|99879.80
last_name_max|Toze|Abbiegayle Toze|99931.59
last_name_max|Tozi|Allythea Tozi|99993.22
last_name_max|Trabach|Allisanah Trabach|99976.79
last_name_max|Trame|Alphoeus Trame|99908.52
last_name_max|Tran|Aleemah Tran|99850.01
last_name_max|Trancho|Addem Trancho|99959.59
last_name_max|Travaglia|Adny Travaglia|99935.60
last_name_max|Trave|Achille Trave|99968.42
last_name_max|Traver|Airamis Traver|99947.63
last_name_max|Traverse|Alettah Traverse|99938.27
last_name_max|Travis|Adailia Travis|99980.96
last_name_max|Tremblay|Allida Tremblay|99977.95
last_name_max|Tremble|Abbas Tremble|99986.74
last_name_max|Trembly|Adolf Trembly|99911.60
last_name_max|Tremont|Ajai Tremont|99706.97
last_name_max|Trempe|Abegayle Trempe|99991.06
last_name_max|Trenchard|Absolom Trenchard|99902.20
last_name_max|Trepagnier|Abeytu Trepagnier|99927.74
last_name_max|Trepanier|Alfreda Trepanier|99873.68
last_name_max|Tres|Althea Tres|99986.86
last_name_max|Trevino|Adlynn Trevino|99888.60
last_name_max|Trevisan|Abbas Trevisan|99881.97
last_name_max|Trial|Allethya Trial|99840.30
last_name_max|Tribolet|Adolfo Tribolet|99720.12
last_name_max|Triche|Alcindor Triche|99984.52
last_name_max|Trimbach|Alean Trimbach|99956.87
last_name_max|Trimbur|Abegayle Trimbur|99962.78
last_name_max|Trindade|Abreanna Trindade|99840.21
last_name_max|Trinque|Adelphie Trinque|99914.52
last_name_max|Tripeno|Ademaro Tripeno|99750.15
last_name_max|Trivette|Affera Trivette|99769.89
last_name_max|Trojan|Aleksey Trojan|99978.10
last_name_max|Trombini|Akbar Trombini|99998.43
last_name_max|Tron|Aban Tron|99887.64
last_name_max|Tronerin|Allen Tronerin|99982.49
last_name_max|Tronson|Aiden Tronson|99930.96
last_name_max|Trottier|Alejandro Trottier|99572.44
last_name_max|Troy|Agnese Troy|99971.16
last_name_max|Truchon|Affrey Truchon|99903.72
last_name_max|Trudeau|Alfonse Trudeau|99927.72
last_name_max|Trudel|Algernon Trudel|99973.75
last_name_max|Trujillo|Ahyana Trujillo|99876.39
last_name_max|Tsuchiya|Alletheah Tsuchiya|99991.60
last_name_max|Tucker|Adala Tucker|99962.18
last_name_max|Tuel|Akio Tuel|99893.75
last_name_max|Tuinstra|Agnesca Tuinstra|99923.59
last_name_max|Tullier|Alleen Tullier|99881.39
last_name_max|Tune|Akemi Tune|99989.56
last_name_max|Turbian|Allegra Turbian|99784.82
last_name_max|Turbin|Achille Turbin|99865.55
last_name_max|Turcotte|Ailena Turcotte|99994.70
last_name_max|Turenne|Ainsley Turenne|99915.63
last_name_max|Turin|Alkibiades Turin|99918.55
last_name_max|Turmel|Achmed Turmel|99743.62
last_name_max|Turner|Aamina Turner|99604.19
last_name_max|Turra|Adriano Turra|99595.77
last_name_max|Tustin|Alben Tustin|99866.89
last_name_max|Tyler|Albine Tyler|99961.13
last_name_max|Uliana|Absolom Uliana|99954.23
last_name_max|Ultramar|Addy Ultramar|99930.56
last_name_max|Underwood|Agnizika Underwood|99948.67
last_name_max|Urbain|Adan Urbain|99919.84
last_name_max|Urben|Allisia Urben|99995.89
last_name_max|Urbin|Alarbus Urbin|99961.19
last_name_max|Urbino|Allston Urbino|99909.34
last_name_max|Ury|Achille Ury|99745.44
last_name_max|Vaccari|Aldan Vaccari|99977.50
last_name_max|Vachon|Aldin Vachon|99985.14
last_name_max|Vadagnin|Alexandrina Vadagnin|99956.47
last_name_max|Vadeboncoeur|Allix Vadeboncoeur|99923.15
last_name_max|Vadnais|Aimie Vadnais|99985.15
last_name_max|Vaillancourt|Ahmed Vaillancourt|99878.36
last_name_max|Vaillant|Abeerah Vaillant|99994.91
last_name_max|Valade|Agnetha Valade|99789.52
last_name_max|Valani|Ai Valani|99885.71
last_name_max|Valcourt|Alizah Valcourt|99950.43
last_name_max|Valdez|Afrodite Valdez|99928.05
last_name_max|Valdino|Aimia Valdino|99996.22
last_name_max|Valencia|Adney Valencia|99968.25
last_name_max|Valentin|Agapetus Valentin|99965.21
last_name_max|Valentine|Aaniyah Valentine|99811.78
last_name_max|Valenzuela|Alexander Valenzuela|99964.36
last_name_max|Valery|Althea Valery|99974.66
last_name_max|Valiate|Alosius Valiate|99886.60
last_name_max|Valiati|Adalard Valiati|99905.74
last_name_max|Valiatti|Adalie Valiatti|99983.36
last_name_max|Valin|Addams Valin|99822.37
last_name_max|Valiquette|Aleksanteri Valiquette|99998.85
last_name_max|Valle|Acura Valle|99961.54
last_name_max|Valleau|Aglaia Valleau|99945.31
last_name_max|Vallee|Abriana Vallee|99820.83
last_name_max|Valleroy|Aidah Valleroy|99805.33
last_name_max|Vallery|Alexis Vallery|99928.39
last_name_max|Vallet|Agathie Vallet|99741.43
last_name_max|Vallette|Aldwin Vallette|99985.40
last_name_max|Vallier|Aalam Vallier|99949.71
last_name_max|Valliere|Aegle Valliere|99868.16
last_name_max|Vallieres|Adreanne Vallieres|99951.81
last_name_max|Vallin|Alisyna Vallin|99963.97
last_name_max|Vallot|Agata Vallot|99973.58
last_name_max|Valois|Aldrige Valois|99930.46
last_name_max|Valoto|Abrienna Valoto|99899.48
last_name_max|Vance|Abrahan Vance|99997.42
last_name_max|Vang|Alisinah Vang|99938.21
last_name_max|Vanier|Allastir Vanier|99886.68
last_name_max|Vanni|Allisen Vanni|99899.73
last_name_max|Vannier|Akaho Vannier|99969.89
last_name_max|Vantil|Alford Vantil|99989.36
last_name_max|Vanzan|Aggy Vanzan|99703.01
last_name_max|Varella|Aari Varella|99981.30
last_name_max|Vargas|Adaleah Vargas|99804.05
last_name_max|Varin|Abira Varin|99966.11
last_name_max|Varon|Adley Varon|99769.74
last_name_max|Vasconcelos|Adnon Vasconcelos|99941.54
last_name_max|Vasoler|Aleksanteri Vasoler|99824.20
last_name_max|Vasquez|Akaho Vasquez|99865.69
last_name_max|Vasseur|Akta Vasseur|99880.20
last_name_max|Vastine|Aeneas Vastine|99972.45
last_name_max|Vaughan|Akilles Vaughan|99962.65
last_name_max|Vaughn|Adin Vaughn|99946.98
last_name_max|Vautour|Abeerah Vautour|99911.42
last_name_max|Vautrin|Allen Vautrin|99844.89
last_name_max|Vaux|Alphonso Vaux|99982.92
last_name_max|Vazquez|Adalverto Vazquez|99907.96
last_name_max|Vega|Abeque Vega|99727.85
last_name_max|Veilleux|Abeir Veilleux|99718.49
last_name_max|Veillon|Alex Veillon|99901.50
last_name_max|Vekar|Akamu Vekar|99979.25
last_name_max|Velasquez|Alldric Velasquez|99790.11
last_name_max|Velazquez|Abselon Velazquez|99770.96
last_name_max|Velez|Aludra Velez|99846.67
last_name_max|Veloso|Aderes Veloso|99953.02
last_name_max|Vendermiatti|Ade Vendermiatti|99984.79
last_name_max|Venier|Allissa Venier|99928.16
last_name_max|Vennard|Aidan Vennard|99990.73
last_name_max|Ventura|Abreona Ventura|99859.40
last_name_max|Venturim|Adreena Venturim|99733.51
last_name_max|Venturin|Aliezah Venturin|99865.57
last_name_max|Venturini|Abbygale Venturini|99968.84
last_name_max|Vercher|Alfeos Vercher|99945.12
last_name_max|Verdin|Albin Verdin|99926.08
last_name_max|Verdon|Agnies Verdon|99857.74
last_name_max|Verduin|Alonnah Verduin|99703.26
last_name_max|Verdun|Allythea Verdun|99955.88
last_name_max|Vereza|Adaleah Vereza|99875.89
last_name_max|Verkler|Adeline Verkler|99945.41
last_name_max|Verley|Alard Verley|99986.28
last_name_max|Verne|Aaminah Verne|99817.05
last_name_max|Vernier|Agatha Vernier|99536.18
last_name_max|Vernon|Aloani Vernon|99887.96
last_name_max|Veron|Albion Veron|99676.33
last_name_max|Verret|Ackley Verret|99979.48
last_name_max|Verrette|Alivia Verrette|99966.09
last_name_max|Vertefeuille|Adler Vertefeuille|99827.00
last_name_max|Vertuane|Allison Vertuane|99923.59
last_name_max|Verville|Alec Verville|99740.65
last_name_max|Vervloet|Adnot Vervloet|99996.70
last_name_max|Vescovi|Alleen Vescovi|99921.77
last_name_max|Vetorazzi|Addy Vetorazzi|99958.64
last_name_max|Via|Alishaye Via|99971.48
last_name_max|Viale|Aedan Viale|99747.60
last_name_max|Viana|Adilenna Viana|99773.52
last_name_max|Vianna|Aella Vianna|99987.28
last_name_max|Viau|Alettah Viau|99922.05
last_name_max|Vibert|Addisson Vibert|99661.05
last_name_max|Vicente|Allen Vicente|99837.60
last_name_max|Victor|Ailee Victor|99771.06
last_name_max|Victoria|Alitheah Victoria|99893.06
last_name_max|Victorian|Adreene Victorian|99890.15
last_name_max|Victorine|Alcandor Victorine|99752.66
last_name_max|Vidotti|Alarbus Vidotti|99948.34
last_name_max|Vieira|Agnola Vieira|99899.39
last_name_max|Vien|Alleta Vien|99794.60
last_name_max|Viens|Addy Viens|99959.48
last_name_max|Vieux|Affery Vieux|99977.66
last_name_max|Vigeant|Ahmaud Vigeant|99943.07
last_name_max|Viger|Aloysia Viger|99893.58
last_name_max|Vigneau|Abelard Vigneau|99973.35
last_name_max|Vigneault|Adria Vigneault|99979.06
last_name_max|Vignes|Airle Vignes|99780.26
last_name_max|Vilar|Alsona Vilar|99996.49
last_name_max|Villa|Aloisio Villa|99895.27
last_name_max|VillaNova|Adison VillaNova|99993.40
last_name_max|Villanueva|Alasdair Villanueva|99964.61
last_name_max|Villares|Alline Villares|99893.15
last_name_max|VillaresdaCosta|Ailee VillaresdaCosta|99889.24
last_name_max|Villarreal|Aeron Villarreal|99992.92
last_name_max|Villegas|Addie Villegas|99969.44
last_name_max|Villela|Alasteir Villela|99971.90
last_name_max|Villemarette|Abrion Villemarette|99925.95
last_name_max|Villeneuve|Absolom Villeneuve|99966.55
last_name_max|Villere|Abagail Villere|99894.81
last_name_max|Villines|Alain Villines|99921.06
last_name_max|Vincelette|Aliki Vincelette|99985.79
last_name_max|Vincent|Abhijeet Vincent|99911.05
last_name_max|Vinco|Aileanah Vinco|99764.36
last_name_max|Vinet|Abbagayle Vinet|99974.70
last_name_max|Vinke|Agripina Vinke|99991.62
last_name_max|Violet|Ajay Violet|99971.43
last_name_max|Violett|Abrien Violett|99886.86
last_name_max|Violette|Aleena Violette|99939.40
last_name_max|Vires|Abelardo Vires|99991.46
last_name_max|Virkler|Alson Virkler|99641.11
last_name_max|Visage|Algoma Visage|99973.80
last_name_max|Visser|Aella Visser|99773.63
last_name_max|Vital|Alliss Vital|99956.96
last_name_max|Vitorazzi|Alik Vitorazzi|99918.18
last_name_max|Vivacqua|Adsila Vivacqua|99896.80
last_name_max|Vivaldi|Agnessija Vivaldi|99975.45
last_name_max|Viverette|Abselon Viverette|99950.38
last_name_max|Vivier|Abbe Vivier|99829.24
last_name_max|Vliet|Allanah Vliet|99897.37
last_name_max|Vogel|Alisinah Vogel|99921.02
last_name_max|Vogt|Alesandro Vogt|99858.69
last_name_max|Voigt|Allysdair Voigt|99921.54
last_name_max|Voisard|Agathie Voisard|99934.86
last_name_max|Voisine|Aggy Voisine|99947.02
last_name_max|Voland|Alexandre Voland|99916.92
last_name_max|Volpato|Adao Volpato|99937.99
last_name_max|Volponi|Adelaide Volponi|99796.05
last_name_max|Voluzia|Ahmed Voluzia|99994.68
last_name_max|Vos|Almeda Vos|99847.69
last_name_max|Voyer|Acey Voyer|99725.93
last_name_max|Vries|Albion Vries|99758.84
last_name_max|Vroom|Addala Vroom|99981.57
last_name_max|Vugarato|Agenta Vugarato|99939.59
last_name_max|Wack|Alette Wack|99876.20
last_name_max|Wade|Akaisha Wade|99905.60
last_name_max|Wagner|Akina Wagner|99818.06
last_name_max|Wagnon|Adelmo Wagnon|99949.99
last_name_max|Wainer|Alizah Wainer|99989.77
last_name_max|Walker|Albean Walker|99770.20
last_name_max|Wallace|Adella Wallace|99958.26
last_name_max|Wall|Allisona Wall|99972.93
last_name_max|Waller|Allythya Waller|99907.24
last_name_max|Wallory|Altheda Wallory|99994.09
last_name_max|Walls|Adelynn Walls|99740.06
last_name_max|Walsh|Alldyn Walsh|99735.08
last_name_max|Walter|Abrahm Walter|99951.56
last_name_max|Walters|Algin Walters|99852.56
last_name_max|Walton|Abreanne Walton|99987.03
last_name_max|Wandermurem|Adalgisa Wandermurem|99850.44
last_name_max|Wang|Adala Wang|99945.82
last_name_max|Ward|Abbott Ward|99946.60
last_name_max|Ware|Agytha Ware|99997.46
last_name_max|Warner|Alldric Warner|99856.89
last_name_max|Warren|Abby Warren|99923.52
last_name_max|Wash|Adlynn Wash|99709.94
last_name_max|Washington|Abad Washington|99690.93
last_name_max|Watanabe|Allannah Watanabe|99821.41
last_name_max|Waters|Aldric Waters|99961.23
last_name_max|Watkins|Aggie Watkins|99989.30
last_name_max|Watson|Agnesca Watson|99984.68
last_name_max|Watts|Allisun Watts|99895.33
last_name_max|Weaver|Alia Weaver|99979.39
last_name_max|Webb|Allisyn Webb|99994.13
last_name_max|Weber|Algie Weber|99851.08
last_name_max|Webster|Alidia Webster|99904.97
last_name_max|Weeks|Aedan Weeks|99880.62
last_name_max|Wees|Aeron Wees|99994.46
last_name_max|Weiss|Aimey Weiss|99959.77
last_name_max|Weiß|Akecheta Weiß|99762.75
last_name_max|Welch|Acacio Welch|99813.48
last_name_max|Wells|Adolfina Wells|99952.42
last_name_max|Werner|Akamu Werner|99879.27
last_name_max|West|Afram West|99831.99
last_name_max|Westhuizen|Aleshia Westhuizen|99988.85
last_name_max|Wheeler|Althia Wheeler|99923.96
last_name_max|Whitaker|Abrahsa Whitaker|99956.89
last_name_max|White|Adrienn White|99806.98
last_name_max|Whitehead|Addler Whitehead|99875.57
last_name_max|Whitney|Aleisha Whitney|99910.26
last_name_max|Wiggins|Abna Wiggins|99900.22
last_name_max|Wilcox|Adryane Wilcox|99926.26
last_name_max|Wiley|Adalgiso Wiley|99972.36
last_name_max|Wilkerson|Althia Wilkerson|99877.42
last_name_max|Wilkins|Adriene Wilkins|99652.06
last_name_max|Wilkinson|Alline Wilkinson|99928.95
last_name_max|Willems|Alrick Willems|99935.49
last_name_max|Willet|Agnessija Willet|99864.87
last_name_max|Williams|Addison Williams|99958.10
last_name_max|Williamson|Ailsa Williamson|99940.86
last_name_max|Williquette|Aeneas Williquette|99996.82
last_name_max|Willis|Adolphe Willis|99950.54
last_name_max|Wilson|Aglaia Wilson|99757.68
last_name_max|Winkler|Alawa Winkler|99855.77
last_name_max|Winter|Adolfo Winter|99971.43
last_name_max|Winters|Akim Winters|99703.57
last_name_max|Wion|Alisson Wion|99970.68
last_name_max|Wise|Aloess Wise|99400.95
last_name_max|Wit|Alice Wit|99917.29
last_name_max|Wolf|Alandra Wolf|99666.84
last_name_max|Wolfe|Achanti Wolfe|99947.54
last_name_max|Wolff|Alleta Wolff|99857.37
last_name_max|Wong|Adelino Wong|99845.36
last_name_max|Wood|Alishay Wood|99960.50
last_name_max|Woodard|Akiko Woodard|99872.92
last_name_max|Woods|Agnesa Woods|99790.15
last_name_max|Woodward|Akelah Woodward|99840.17
last_name_max|Wright|Alexine Wright|99998.73
last_name_max|Wu|Alease Wu|99973.30
last_name_max|Wyatt|Alitsha Wyatt|99905.84
last_name_max|Yang|Akeilah Yang|99974.05
last_name_max|Yates|Abba Yates|99922.19
last_name_max|Yoder|Adriana Yoder|99779.21
last_name_max|Yon|Ahava Yon|99928.49
last_name_max|York|Adia York|99977.48
last_name_max|Young|Althyah Young|99984.74
last_name_max|Yount|Adamek Yount|99901.38
last_name_max|Yu|Alcindor Yu|99982.00
last_name_max|Zacchi|Adelena Zacchi|99970.32
last_name_max|Zaganelli|Agnella Zaganelli|99937.10
last_name_max|Zaia|Aleda Zaia|99911.87
last_name_max|Zambon|Allida Zambon|99820.98
last_name_max|Zamora|Alaqua Zamora|99804.32
last_name_max|Zamparoni|Adelaida Zamparoni|99984.27
last_name_max|Zampiroli|Allythya Zampiroli|99829.97
last_name_max|Zampirolli|Agatka Zampirolli|99979.27
last_name_max|Zampirollo|Alea Zampirollo|99966.21
last_name_max|Zanardo|Akuti Zanardo|99975.06
last_name_max|Zanata|Ackley Zanata|99436.36
last_name_max|Zanatta|Aimil Zanatta|99939.33
last_name_max|Zancanela|Aindrea Zancanela|99946.36
last_name_max|Zanchetin|Agnizka Zanchetin|99851.11
last_name_max|Zanchetta|Adrienna Zanchetta|99867.47
last_name_max|Zandonade|Ailee Zandonade|99864.91
last_name_max|Zandonadi|Alane Zandonadi|99909.83
last_name_max|Zanelato|Alkibiades Zanelato|99973.46
last_name_max|Zanellato|Allaric Zanellato|99851.95
last_name_max|Zanetti|Adina Zanetti|99922.05
last_name_max|Zanichelli|Abbott Zanichelli|99922.42
last_name_max|Zanivan|Aellyn Zanivan|99840.01
last_name_max|Zanol|Aliya Zanol|99990.42
last_name_max|Zanon|Alston Zanon|99908.42
last_name_max|Zanoni|Alastaire Zanoni|99740.74
